id,Country,Discipline[A1],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A5],Discipline[A6],Discipline[A7],Discipline[A8],Discipline[other],Gender,CareerStatus,Institution,NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],Region
929,Belgium,,,,,,Psychology,,,,Other,Phd student/holder,Non-university research institution,6-10,Some of these articles were also deposited as preprints*,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global North
931,United States of America,,,,,,,Social sciences,,,Male,Professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Global North
932,China,,,,,,,Social sciences,,,Male,Professor,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
933,Indonesia,Arts and humanities,,,,,,,,,Male,Professor,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
934,Japan,,,,,,,Social sciences,,,Female,Postdoctoral researcher,Non-university research institution,3-5,Some of these articles were also deposited as preprints*,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
935,China,,,Decision sciences,,,,,,,Male,Professor,Non-university research institution,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Disagree,Neutral,Global South
938,United States of America,,,,,,,Social sciences,,,Male,Professor,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Global North
939,Turkey,,,,,,,Social sciences,,,Male,Postdoctoral researcher,Non-university research institution,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Global North
940,Ghana,,,,"Economics, econometrics and finance",,,,,,Male,Phd student/holder,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Global South
941,Russian Federation,,"Business, management and accounting",Decision sciences,"Economics, econometrics and finance",Multidisciplinary,,Social sciences,,,Male,Professor,University,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Disagree,Strongly agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,,,,,,,,,,Global North
942,Russian Federation,Arts and humanities,,,,,,,,,Male,Professor,University,11-20,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,,,,,,,,,,,,,,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
943,Ghana,,,,"Economics, econometrics and finance",,,Social sciences,,,Male,Assistant professor,University,3-5,Some of these articles were also deposited as preprints*,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,,Global South
944,Germany,,,,,,Psychology,,,,Male,Assistant professor,University,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
945,Germany,Arts and humanities,,,,,,Social sciences,,,Male,Postdoctoral researcher,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Global North
946,Chile,Arts and humanities,,,,,,,,,Male,Professor,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
947,the United Kingdom of Great Britain and Northern Ireland,Arts and humanities,,,,,,,,Philosophy,Male,Lecturer,School,3-5,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
948,Spain,,,,,,,Social sciences,,,Female,Postdoctoral researcher,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Global North
949,Ukraine,,,,,,,,,Laser physics,Male,Senior researcher,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Global North
950,Finland,,,,,,,Social sciences,,,Male,Postdoctoral researcher,Non-university research institution,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Global North
953,Germany,,,,,,,Social sciences,,,Female,Phd student/holder,Non-university research institution,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Global North
955,Myanmar,,,,,,,Social sciences,,,Female,Phd student/holder,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Global South
956,Ukraine,,,,,,,Social sciences,,,Female,Professor,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
958,Greece,,,,,,,Social sciences,,,Female,Professor,University,6-10,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global North
959,Portugal,,,,,,,Social sciences,,,Female,Phd student/holder,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Global North
960,Chile,,,,,,Psychology,Social sciences,,,Male,Professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Global South
961,Russian Federation,,"Business, management and accounting",,"Economics, econometrics and finance",,,Social sciences,,,Female,Postdoctoral researcher,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Global North
962,Ethiopia,,,,,Multidisciplinary,,,,,Male,Phd student/holder,University,6-10,Some of these articles were also deposited as preprints*,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global South
963,Bangladesh,Arts and humanities,,,,,,,,,Male,Assistant professor,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Global South
964,Philippines,,,,,,,Social sciences,,Political science,Male,Associate professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Global South
969,Russian Federation,,,,,Multidisciplinary,,,,,Male,Associate professor,University,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
972,Germany,,,,,,,Social sciences,,,Male,Postdoctoral researcher,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Global North
973,the United Kingdom of Great Britain and Northern Ireland,,,,,,,,,Statistics,Male,Postdoctoral researcher,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Strongly disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,Global North
974,Viet Nam,,,,,,,,,Environmental engineering,Female,Phd student/holder,Non-university research institution,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Global South
975,Spain,,,,,,,Social sciences,,,Male,Postdoctoral researcher,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Global North
976,Spain,,"Business, management and accounting",Decision sciences,"Economics, econometrics and finance",,,,,,Male,Associate professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Global North
977,Germany,,"Business, management and accounting",,,,,Social sciences,,,Male,Prefer not to say,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Global North
978,Netherlands,Arts and humanities,"Business, management and accounting",,,,Psychology,Social sciences,,,Female,Phd student/holder,Other,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Global North
979,Israel,,,,,Multidisciplinary,,,,,Male,Assistant professor,University,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,Global North
980,Indonesia,Arts and humanities,,,,,,,,,Male,Postdoctoral researcher,University,6-10,Some of these articles were also deposited as preprints*,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,,,,,,,,,,,,,,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,,,,,,,,,,Global South
981,the United Kingdom of Great Britain and Northern Ireland,,,,,,,Social sciences,,Medicine,Male,Professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
982,Kazakhstan,Arts and humanities,,,,,,,,,Male,Associate professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
983,Portugal,,,,,,Psychology,,,,Female,Assistant professor,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Neutral,Agree,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
985,United States of America,,,,"Economics, econometrics and finance",,,Social sciences,,,Female,Postdoctoral researcher,University,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global North
987,France,,,,"Economics, econometrics and finance",,,Social sciences,,,Male,Professor,Non-university research institution,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Global North
988,Italy,,"Business, management and accounting",,,,,,,,Female,Assistant professor,University,3-5,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,Global North
990,Sweden,Arts and humanities,,,,,,,,,Male,Professor,University,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,Global North
991,Indonesia,,"Business, management and accounting",,,,,,,,Male,Assistant professor,University,21+,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
992,India,,,,,,,,,Social work,Male,Assistant professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Global South
994,Serbia,,,,,,,Social sciences,,,Female,Assistant professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Global North
995,Indonesia,,,,"Economics, econometrics and finance",,,,,,Male,Associate professor,University,21+,Some of these articles were also deposited as preprints*,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global South
996,Czech Republic,,,,,,,Social sciences,,,Male,Assistant professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global North
997,Philippines,,,,,Multidisciplinary,,Social sciences,,,Female,Associate professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global South
998,Spain,,,,,,,Social sciences,,,Female,Postdoctoral researcher,University,6-10,Some of these articles were also deposited as preprints*,Disagree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
999,Colombia,Arts and humanities,,,,,,,,,Male,Assistant professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Global South
