id,Country,Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,Institution,NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],Region
756,United States of America,Economics and econometrics,,,,,,Male,Professor,University,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
758,Spain,Economics and econometrics,,,,,,Male,Assistant professor,University,6-10,Some of these articles were also deposited as working paper*,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,,,,,,,,,,Global North
759,Peru,,,,,,Psychology,Male,Professor,University,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Global South
760,Bulgaria,Economics and econometrics,,,,,Administration and management,Female,Associate professor,University,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Global North
761,Germany,,"Economics, econometrics and finance (miscellaneous)",,,,,Male,Phd student/holder,University,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,Global North
762,Italy,Economics and econometrics,,,,,,Female,Associate professor,University,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Global North
763,Portugal,,,,,,Industrial engineering,Male,Assistant professor,University,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
764,United States of America,Economics and econometrics,,,,,,Male,Professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,Global North
765,Serbia,Economics and econometrics,,,,,,Female,Phd student/holder,University,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Global North
766,United States of America,Economics and econometrics,,,,,Regional economics,Male,Researcher,University,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,Global North
767,Canada,,,,"General economics, econometrics and finance",,,Male,Professor,University,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
769,Spain,Economics and econometrics,,,,,,Female,Associate professor,University,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,Global North
770,Italy,,,,"General economics, econometrics and finance",,,Male,Assistant professor,University,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
771,Belgium,Economics and econometrics,,,,,,Male,Associate professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,Global North
772,United States of America,,,,,,Operations research,Male,Professor,University,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Global North
773,United States of America,Economics and econometrics,,,,,,Male,Assistant professor,University,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,,,,,,,,,,Global North
775,United States of America,,,,"General economics, econometrics and finance",,,Male,Professor,University,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Global North
776,United States of America,,,,"General economics, econometrics and finance",,,Male,Professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,Global North
777,United Arab Emirates,,,Finance,"General economics, econometrics and finance",,,Male,Professor,University,6-10,Some of these articles were also deposited as working paper*,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global South
778,Italy,Economics and econometrics,,,,,,Male,Professor,University,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
782,Italy,,,,"General economics, econometrics and finance",,,Male,Professor,University,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
783,Spain,,,Finance,,,,Female,Associate professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,Global North
784,United States of America,,,,,,Political science,Female,Phd student/holder,University,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
785,Argentina,Economics and econometrics,,,,,,Male,Professor,University,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global South
786,India,Economics and econometrics,"Economics, econometrics and finance (miscellaneous)",,"General economics, econometrics and finance",,,Female,Phd student/holder,University,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Global South
787,United States of America,,,,,,Chemistry,Female,Professor,University,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Global North
788,Switzerland,,,Finance,,,,Male,Professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,Global North
790,Belgium,Economics and econometrics,,,,,,Male,Professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree,,,,,,,,,,,,,,,,,,,Global North
791,Finland,Economics and econometrics,,,,,,Male,Professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
792,Serbia,,,,"General economics, econometrics and finance",,,Female,Assistant professor,University,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
793,Chile,,,,,,Mathematics,Male,Assistant professor,University,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Global South
794,Italy,Economics and econometrics,,,,,,Male,Postdoctoral researcher,University,6-10,Some of these articles were also deposited as working paper*,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,,,Global North
795,India,,,,,,Law,Male,Baccalaureate student/holder,University,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Global South
796,Poland,Economics and econometrics,,,,,,Female,Professor,University,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Global North
797,United States of America,,,,"General economics, econometrics and finance",,,Male,Associate professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,Global North
798,Canada,Economics and econometrics,"Economics, econometrics and finance (miscellaneous)",Finance,,,,Male,Professor,University,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Global North
799,Iran (Islamic Republic of),Economics and econometrics,"Economics, econometrics and finance (miscellaneous)",,"General economics, econometrics and finance",,,Male,Assistant professor,University,21+,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,Global South
800,Turkey,Economics and econometrics,"Economics, econometrics and finance (miscellaneous)",,"General economics, econometrics and finance",,,Female,Associate professor,University,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Global North
801,Switzerland,Economics and econometrics,,,,,,Female,Professor,Non-university research institution,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,Global North
802,New Zealand,,,,,,Accounting,Male,Professor,University,21+,Some of these articles were also deposited as working paper*,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,Global North
803,Australia,Economics and econometrics,,,,,,Male,Associate professor,University,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,Global North
806,Norway,,,,,,Geography,Male,Postdoctoral researcher,University,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Global North
807,Nigeria,,,,,,Health sciences,Male,Postdoctoral researcher,University,21+,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global South
809,Iraq,,,,,,Computer science,Male,Assistant professor,University,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
810,the United Kingdom of Great Britain and Northern Ireland,,,,,,Business and management,Male,Professor,University,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
811,Australia,Economics and econometrics,,,,,,Male,Professor,University,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Global North
812,United States of America,,,,,,History of technology,Female,Associate professor,University,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Global North
813,Romania,,"Economics, econometrics and finance (miscellaneous)",,,,,Female,Professor,Non-university research institution,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global North
815,Australia,Economics and econometrics,,,,,,Male,Professor,University,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
817,Australia,,,Finance,,,,Male,Professor,University,21+,Some of these articles were also deposited as working paper*,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Strongly agree,Neutral,Disagree,Agree,Strongly disagree,Agree,,,,,,,,,,,,,,Agree,Neutral,Agree,Disagree,Neutral,Strongly agree,Disagree,Agree,Disagree,,,,,,,,,,Global North
