id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1260,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1258,NPublishedCorTime,PDepositedCorTime,groupTime1259,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1261,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
747,2020-12-17 15:41:49,4.0,en,2020-12-17 15:40:06,2020-12-17 15:41:49,United States of America,,Yes,No,No,No,No,,Male,Business or industry professional,,Non-university research institution,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,103.45,29.12,,,,,,14.1,,,43.74,,,,,,,,,16.49,,,
748,2020-12-17 15:44:17,4.0,en,2020-12-17 15:40:12,2020-12-17 15:44:17,Slovakia,,No,No,No,No,No,Sport science,Male,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,245.55,70.12,,,,,,9.01,,,124.99,,,,,,,,,41.43,,,
749,2020-12-17 15:55:30,4.0,en,2020-12-17 15:40:21,2020-12-17 15:55:30,Egypt,,Yes,No,No,No,No,,Female,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,,,,,,,,,,911.65,144.94,,,,,,60.64,,,609.23,,,,,,,,,96.84,,,
750,,-1.0,en,2020-12-17 15:41:12,2020-12-17 15:45:50,Jordan,,No,No,No,No,No,Education,Male,Associate Professor,,Non-university research institution,,3-5,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.11,101.91,,,,,,106.91,,,71.29,,,,,,,,,,,,
751,2020-12-17 15:46:55,4.0,en,2020-12-17 15:44:35,2020-12-17 15:46:55,Italy,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,142.29,41.51,,,,,,19.1,,,66.45,,,,,,,,,15.23,,,
752,2020-12-17 15:59:40,4.0,en,2020-12-17 15:54:11,2020-12-17 15:59:40,Thailand,,Yes,No,No,No,No,,Female,Assistant Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,,,,,,,,,,330.5,39.47,,,,,,18.26,,,238.55,,,,,,,,,34.22,,,
753,2020-12-17 15:59:25,4.0,en,2020-12-17 15:56:49,2020-12-17 15:59:25,India,,No,No,No,No,No,Chemistry,Female,Professor,,University,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,,,,,,,,,,,,,,,,,,,157.03,53.47,,,,,,21.05,,,69.2,,,,,,,,,13.31,,,
754,,2.0,en,2020-12-17 16:00:17,2020-12-17 16:01:32,Germany,,No,No,No,No,No,Chemistry,Male,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76,33.21,,,,,,42.55,,,,,,,,,,,,,,,
755,2020-12-17 16:08:47,4.0,en,2020-12-17 16:03:41,2020-12-17 16:08:47,Brazil,,No,Yes,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,308.28,32.29,,,,,,108.29,,,164.8,,,,,,,,,2.9,,,
756,2020-12-17 16:12:03,4.0,en,2020-12-17 16:08:52,2020-12-17 16:12:03,United States of America,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,192.5,34.32,,,,,,20.27,,,119.59,,,,,,,,,18.32,,,
757,,2.0,en,2020-12-17 16:09:09,2020-12-17 16:11:00,Iran (Islamic Republic of),,No,No,No,No,Yes,,Male,Postdoctoral researcher,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,78.3,,,,,,33.2,,,,,,,,,,,,,,,
758,2020-12-17 16:23:10,4.0,en,2020-12-17 16:13:34,2020-12-17 16:23:10,Spain,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,,,,,,,,,,577.65,30.39,,,,,,22.01,,,501.57,,,,,,,,,23.68,,,
759,2020-12-17 16:20:03,4.0,en,2020-12-17 16:14:56,2020-12-17 16:20:03,Peru,,No,No,No,No,No,Psychology,Male,Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,308.06,118.13,,,,,,34.39,,,137.41,,,,,,,,,18.13,,,
760,2020-12-17 16:26:10,4.0,en,2020-12-17 16:21:31,2020-12-17 16:26:10,Bulgaria,,Yes,No,No,No,No,Administration and Management,Female,Associate Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,280.8,55.45,,,,,,67.06,,,118.48,,,,,,,,,39.81,,,
761,2020-12-17 16:40:50,4.0,en,2020-12-17 16:23:02,2020-12-17 16:40:50,Germany,,No,Yes,No,No,No,,Male,PhD student,,University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,1069.26,64.02,,,,,,105.04,,,261.12,,,,,,,,,639.08,,,
762,2020-12-17 16:32:45,4.0,en,2020-12-17 16:27:50,2020-12-17 16:32:45,Italy,,Yes,No,No,No,No,,Female,Associate Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,297.25,51.78,,,,,,30.38,,,179.64,,,,,,,,,35.45,,,
763,2020-12-17 16:31:08,4.0,en,2020-12-17 16:28:19,2020-12-17 16:31:08,Portugal,,No,No,No,No,No,Industrial Engineering,Male,Assistant Professor,,University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,171.36,54.45,,,,,,18.64,,,82.63,,,,,,,,,15.64,,,
764,2020-12-17 16:34:04,4.0,en,2020-12-17 16:29:33,2020-12-17 16:34:04,United States of America,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,273.01,41.54,,,,,,64.55,,,112.16,,,,,,,,,54.76,,,
765,2020-12-17 16:37:21,4.0,en,2020-12-17 16:32:08,2020-12-17 16:37:21,Serbia,,Yes,No,No,No,No,,Female,PhD student,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,315.19,145.58,,,,,,37.84,,,94.73,,,,,,,,,37.04,,,
766,2020-12-17 16:41:07,4.0,en,2020-12-17 16:32:21,2020-12-17 16:41:07,United States of America,,Yes,No,No,No,No,regional economics,Male,Other,"Research Director,  Academic",University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,528.32,112.47,,,,,,31.02,,,356.92,,,,,,,,,27.91,,,
767,2020-12-17 16:49:36,4.0,en,2020-12-17 16:38:14,2020-12-17 16:49:36,Canada,,No,No,No,Yes,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,682.96,85.13,,,,,,319.54,,,244.19,,,,,,,,,34.1,,,
768,,,en,2020-12-17 16:40:46,2020-12-17 16:40:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
769,2020-12-17 16:50:05,4.0,en,2020-12-17 16:45:52,2020-12-17 16:50:05,Spain,,Yes,No,No,No,No,,Female,Associate Professor,,University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,254.77,40.39,,,,,,41.68,,,103.59,,,,,,,,,69.11,,,
770,2020-12-17 17:06:40,4.0,en,2020-12-17 16:54:13,2020-12-17 17:06:40,Italy,,No,No,No,Yes,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,749.14,356.64,,,,,,40.13,,,330.58,,,,,,,,,21.79,,,
771,2020-12-17 16:56:47,4.0,en,2020-12-17 16:54:32,2020-12-17 16:56:47,Belgium,,Yes,No,No,No,No,,Male,Associate Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,138.44,30.39,,,,,,19.66,,,81.4,,,,,,,,,6.99,,,
772,2020-12-17 16:58:25,4.0,en,2020-12-17 16:55:34,2020-12-17 16:58:25,United States of America,,No,No,No,No,No,Operations Research,Male,Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Neutral,172.0,60.42,,,,,,29.07,,,67.07,,,,,,,,,15.44,,,
773,2020-12-17 17:04:23,4.0,en,2020-12-17 16:59:08,2020-12-17 17:04:23,United States of America,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,,,,,,,,,,316.46,50.5,,,,,,29.3,,,198.05,,,,,,,,,38.61,,,
774,,2.0,en,2020-12-17 17:01:31,2020-12-17 17:08:54,Czech Republic,,No,Yes,No,No,No,,Male,Professor,,University,,21+,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.4,374.53,,,,,,69.87,,,,,,,,,,,,,,,
775,2020-12-17 17:13:46,4.0,en,2020-12-17 17:11:02,2020-12-17 17:13:46,United States of America,,No,No,No,Yes,No,,Male,Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,166.3,53.98,,,,,,19.72,,,83.75,,,,,,,,,8.85,,,
776,2020-12-17 17:18:20,4.0,en,2020-12-17 17:14:13,2020-12-17 17:18:20,United States of America,,No,No,No,Yes,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,247.48,74.35,,,,,,28.98,,,126.13,,,,,,,,,18.02,,,
777,2020-12-17 17:23:43,4.0,en,2020-12-17 17:16:27,2020-12-17 17:23:43,United Arab Emirates,,No,No,Yes,Yes,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,437.78,48.97,,,,,,76.2,,,281.5,,,,,,,,,31.11,,,
778,2020-12-17 17:24:57,4.0,en,2020-12-17 17:18:25,2020-12-17 17:24:57,Italy,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,,,,,,,,,,394.71,58.7,,,,,,75.85,,,215.52,,,,,,,,,44.64,,,
779,,,en,2020-12-17 17:22:20,2020-12-17 17:22:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
780,,,en,2020-12-17 17:23:27,2020-12-17 17:23:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
781,,2.0,en,2020-12-17 17:24:19,2020-12-17 17:25:53,United States of America,,No,No,Yes,No,No,,Male,Other,University Professor of Finance,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,65.4,,,,,,29.2,,,,,,,,,,,,,,,
782,2020-12-17 17:32:42,4.0,en,2020-12-17 17:28:15,2020-12-17 17:32:42,Italy,,No,No,No,Yes,No,,Male,Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,268.73,55.3,,,,,,77.26,,,109.29,,,,,,,,,26.88,,,
783,2020-12-17 17:34:52,4.0,en,2020-12-17 17:29:16,2020-12-17 17:34:52,Spain,,No,No,Yes,No,No,,Female,Associate Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,338.7,31.94,,,,,,25.1,,,81.78,,,,,,,,,199.88,,,
784,2020-12-17 17:37:18,4.0,en,2020-12-17 17:34:39,2020-12-17 17:37:18,United States of America,,No,No,No,No,No,Political Science,Female,PhD student,,University,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,159.93,28.86,,,,,,18.99,,,91.02,,,,,,,,,21.06,,,
785,2020-12-17 17:41:00,4.0,en,2020-12-17 17:37:36,2020-12-17 17:41:00,Argentina,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,206.51,31.52,,,,,,21.7,,,133.52,,,,,,,,,19.77,,,
786,2020-12-17 17:47:30,4.0,en,2020-12-17 17:43:55,2020-12-17 17:47:30,India,,Yes,Yes,No,Yes,No,,Female,PhD student,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,217.52,51.08,,,,,,21.68,,,89.61,,,,,,,,,55.15,,,
787,2020-12-17 17:49:00,4.0,en,2020-12-17 17:47:06,2020-12-17 17:49:00,United States of America,,No,No,No,No,No,Chemistry,Female,Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,116.39,39.45,,,,,,22.32,,,49.82,,,,,,,,,4.8,,,
788,2020-12-17 17:52:17,4.0,en,2020-12-17 17:49:27,2020-12-17 17:52:17,Switzerland,,No,No,Yes,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,172.13,31.93,,,,,,25.56,,,106.42,,,,,,,,,8.22,,,
789,,,en,2020-12-17 17:54:23,2020-12-17 17:54:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
790,2020-12-17 18:10:05,4.0,en,2020-12-17 18:02:37,2020-12-17 18:10:05,Belgium,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree,,,,,,,,,,,,,,,,,,,449.83,52.98,,,,,,101.86,,,275.7,,,,,,,,,19.29,,,
791,2020-12-17 18:20:23,4.0,en,2020-12-17 18:17:44,2020-12-17 18:20:23,Finland,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,161.8,17.85,,,,,,17.87,,,115.84,,,,,,,,,10.24,,,
792,2020-12-17 18:38:46,4.0,en,2020-12-17 18:33:25,2020-12-17 18:38:46,Serbia,,No,No,No,Yes,No,,Female,Assistant Professor,,University,,11-20,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,322.97,91.45,,,,,,68.82,,,137.68,,,,,,,,,25.02,,,
793,2020-12-17 18:41:12,4.0,en,2020-12-17 18:36:57,2020-12-17 18:41:12,Chile,,No,No,No,No,No,Mathematics,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,256.67,54.32,,,,,,90.41,,,80.81,,,,,,,,,31.13,,,
794,2020-12-17 18:42:22,4.0,en,2020-12-17 18:39:09,2020-12-17 18:42:22,Italy,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,,,195.01,30.72,,,,,,17.69,,,135.19,,,,,,,,,11.41,,,
795,2020-12-17 19:13:45,4.0,en,2020-12-17 18:55:48,2020-12-17 19:13:45,India,,No,No,No,No,No,Law,Male,Bachelors student,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,1079.05,45.21,,,,,,51.64,,,974.33,,,,,,,,,7.87,,,
796,2020-12-17 19:11:13,4.0,en,2020-12-17 19:04:51,2020-12-17 19:11:13,Poland,,Yes,No,No,No,No,,Female,Professor,,University,,3-5,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,383.32,66.61,,,,,,50.12,,,170.38,,,,,,,,,96.21,,,
797,2020-12-17 19:15:57,4.0,en,2020-12-17 19:13:52,2020-12-17 19:15:57,United States of America,,No,No,No,Yes,No,,Male,Associate Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,,,127.56,27.32,,,,,,8.92,,,85.59,,,,,,,,,5.73,,,
798,2020-12-17 19:30:25,4.0,en,2020-12-17 19:25:45,2020-12-17 19:30:25,Canada,,Yes,Yes,Yes,No,No,,Male,Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,282.08,85.93,,,,,,66.43,,,111.58,,,,,,,,,18.14,,,
799,2020-12-17 20:00:06,4.0,en,2020-12-17 19:56:25,2020-12-17 20:00:06,Iran (Islamic Republic of),,Yes,Yes,No,Yes,No,,Male,Assistant Professor,,University,,21+,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,222.66,32.75,,,,,,19.31,,,161.27,,,,,,,,,9.33,,,
